geo,time,linear_tv_impression,linear_tv_spend,ctv_impression,ctv_spend,walmart_connect_impression,walmart_connect_spend,amazon_ads_impression,amazon_ads_spend,meta_impression,meta_spend,tiktok_impression,tiktok_spend,google_search_impression,google_search_spend,Organic_search_impression,pollen_index_control,competitor_spend_control,price_index_control,Promo,units,revenue_per_unit,population
Richmond,2025-12-07,152534.3,2745.62,29728.5,1010.77,164670.5,1976.05,73299.1,806.29,101608.1,914.47,74138.9,518.97,11614.6,929.17,75436.7,0.3059,0.7045,1.0187,0.0,2748.94,21.9015,1300000
Richmond,2025-12-14,148022.0,2664.4,28636.2,973.63,176696.9,2120.36,71360.3,784.96,108621.4,977.59,80294.6,562.06,13513.4,1081.07,75225.9,0.3027,0.8604,0.998,0.0,2996.98,21.457,1300000
Richmond,2025-12-21,148765.0,2677.77,29510.3,1003.35,187805.2,2253.66,67212.0,739.33,106363.9,957.27,72112.9,504.79,12696.2,1015.69,77491.0,0.3012,0.7772,0.9886,0.0,2670.38,21.2556,1300000
Tulsa,2023-01-01,112690.0,2028.42,24777.6,842.44,129083.2,1549.0,46161.5,507.78,78459.0,706.13,58842.1,411.89,12593.9,1007.51,50793.0,0.3043,0.8271,1.005,0.0,1917.04,21.6081,1000000
Tulsa,2023-01-08,107739.9,1939.32,23704.1,805.94,178557.1,2142.69,46147.4,507.62,89854.6,808.69,54039.9,378.28,11469.0,917.52,57597.0,0.3085,0.822,1.0035,0.0,2133.63,21.5759,1000000
Tulsa,2023-01-15,120440.7,2167.93,29500.1,1003.0,164110.1,1969.32,48698.3,535.68,93041.6,837.37,62816.0,439.71,11412.9,913.03,48068.4,0.3161,0.7484,0.9938,0.0,1978.62,21.3673,1000000
Tulsa,2023-01-22,125516.2,2259.29,22408.1,761.88,171742.0,2060.9,39353.8,432.89,72377.5,651.4,60627.4,424.39,10705.1,856.41,51480.4,0.3291,0.9191,1.0062,0.0,2152.08,21.6338,1000000
Tulsa,2023-01-29,136516.9,2457.3,32055.6,1089.89,174893.1,2098.72,47824.9,526.07,73931.0,665.38,62809.4,439.67,10936.5,874.92,60254.5,0.3501,0.9321,0.9804,0.0,2122.09,21.079,1000000
Tulsa,2023-02-05,123433.4,2221.8,32064.0,1090.18,138266.8,1659.2,50660.1,557.26,81110.9,730.0,61466.6,430.27,11012.2,880.98,60798.5,0.3822,0.7609,1.0005,0.0,2328.8,21.5113,1000000
Tulsa,2023-02-12,119300.8,2147.41,33453.9,1137.43,171286.0,2055.43,49243.6,541.68,89206.8,802.86,75022.8,525.16,11699.1,935.92,65902.6,0.4286,0.8297,0.9949,0.0,2558.97,21.3903,1000000
Tulsa,2023-02-19,149442.4,2689.96,25765.0,876.01,182244.9,2186.94,54995.5,604.95,100586.1,905.28,64766.0,453.36,12029.2,962.33,63292.5,0.4918,0.9385,0.9369,1.0,3072.14,20.144,1000000
Tulsa,2023-02-26,117948.7,2123.08,31414.6,1068.1,220651.6,2647.82,57345.0,630.8,87364.0,786.28,68532.6,479.73,12066.7,965.34,80590.2,0.5727,1.1746,0.9432,1.0,3181.33,20.2789,1000000
Tulsa,2023-03-05,146799.1,2642.38,30352.0,1031.97,199083.0,2389.0,60906.6,669.97,115531.8,1039.79,63885.9,447.2,12336.9,986.95,81527.2,0.6697,1.176,0.9926,0.0,2867.13,21.3413,1000000
Tulsa,2023-03-12,166921.3,3004.58,35122.1,1194.15,220776.5,2649.32,61795.0,679.75,105935.1,953.42,68732.7,481.13,16178.5,1294.28,80093.4,0.7777,1.4514,0.939,1.0,3594.25,20.1881,1000000
Tulsa,2023-03-19,171234.8,3082.23,41136.2,1398.63,263251.0,3159.01,62182.3,684.01,138108.5,1242.98,72105.6,504.74,16023.4,1281.87,86691.5,0.8884,1.2543,0.9901,0.0,3215.91,21.2871,1000000
Tulsa,2023-03-26,144075.7,2593.36,38530.0,1310.02,223398.1,2680.78,64251.9,706.77,130183.7,1171.65,78352.9,548.47,17737.1,1418.97,110921.8,0.991,1.3661,0.984,0.0,3627.95,21.1563,1000000
Tulsa,2023-04-02,182335.5,3282.04,46597.2,1584.3,217338.4,2608.06,68429.8,752.73,148858.5,1339.73,61385.7,429.7,17114.5,1369.16,97915.2,1.0735,1.5754,0.9525,1.0,4140.69,20.4779,1000000
Tulsa,2023-04-09,212891.6,3832.05,37724.0,1282.62,246533.4,2958.4,66089.4,726.98,154154.7,1387.39,78210.4,547.47,19091.0,1527.28,100370.7,1.1254,1.745,1.0011,0.0,3565.54,21.5238,1000000
Tulsa,2023-04-16,197310.6,3551.59,42802.6,1455.29,267916.7,3215.0,70862.1,779.48,149041.8,1341.38,67931.7,475.52,15207.2,1216.58,107694.7,1.1396,1.4545,0.9826,0.0,4056.17,21.1252,1000000
Tulsa,2023-04-23,213341.5,3840.15,36113.7,1227.87,283640.6,3403.69,61900.5,680.91,120450.5,1084.05,80729.7,565.11,15793.5,1263.48,113848.0,1.1142,1.7947,1.0075,0.0,4098.62,21.6605,1000000
Tulsa,2023-04-30,148504.5,2673.08,39393.9,1339.39,282801.9,3393.62,66441.6,730.86,137088.8,1233.8,60861.1,426.03,14941.0,1195.28,93038.9,1.0526,1.4871,1.0,0.0,3527.98,21.4998,1000000
Tulsa,2023-05-07,200205.7,3603.7,35301.0,1200.23,235340.6,2824.09,67494.2,742.44,112630.0,1013.67,66307.5,464.15,18314.8,1465.19,95684.6,0.9632,1.3252,0.9396,1.0,4225.83,20.2007,1000000
Tulsa,2023-05-14,179597.8,3232.76,32265.6,1097.03,207971.0,2495.65,56047.4,616.52,114189.4,1027.7,58560.0,409.92,16350.2,1308.01,81278.8,0.8571,1.5003,1.017,0.0,3355.97,21.8651,1000000
Tulsa,2023-05-21,127829.7,2300.93,33412.0,1136.01,182021.4,2184.26,54045.0,594.5,97964.7,881.68,75308.7,527.16,16325.6,1306.05,81636.8,0.7462,1.1955,0.9857,0.0,3024.45,21.1924,1000000
Tulsa,2023-05-28,149748.7,2695.48,35800.0,1217.2,184706.6,2216.48,56644.2,623.09,104818.0,943.36,61269.5,428.89,16163.6,1293.09,67376.8,0.6408,1.163,0.9991,0.0,2710.98,21.4805,1000000
Tulsa,2023-06-04,111763.2,2011.74,34005.5,1156.19,213339.9,2560.08,57077.8,627.86,112591.2,1013.32,66603.7,466.23,11179.4,894.35,67280.5,0.5484,1.1799,0.9952,0.0,2460.86,21.3958,1000000
Tulsa,2023-06-11,150567.2,2710.21,27240.9,926.19,203027.9,2436.34,48764.5,536.41,93264.5,839.38,70894.2,496.26,11714.3,937.15,61290.6,0.4733,1.0155,0.9884,0.0,2316.99,21.2498,1000000
Tulsa,2023-06-18,114622.9,2063.21,24172.0,821.85,179903.6,2158.84,49407.6,543.48,99545.6,895.91,64276.8,449.94,13523.6,1081.88,63135.0,0.4169,0.8367,0.9966,0.0,2417.79,21.426,1000000
Tulsa,2023-06-25,140208.2,2523.75,29234.5,993.97,140180.9,1682.17,40415.9,444.58,91607.0,824.46,71716.7,502.02,12251.4,980.12,64199.3,0.3786,0.7768,0.9894,0.0,2319.21,21.2728,1000000
Tulsa,2023-07-02,109061.1,1963.1,24772.8,842.27,157855.5,1894.27,44077.1,484.85,100557.4,905.02,57738.3,404.17,10258.4,820.67,53367.4,0.357,0.9493,1.0172,0.0,2261.88,21.8693,1000000
Tulsa,2023-07-09,103474.3,1862.54,23353.9,794.03,138652.1,1663.83,45825.0,504.07,104253.1,938.28,58859.6,412.02,12441.6,995.33,56757.8,0.3511,0.8054,0.9677,1.0,2552.07,20.8065,1000000
Tulsa,2023-07-16,109874.0,1977.73,27986.0,951.52,155959.2,1871.51,41051.9,451.57,81343.6,732.09,69967.1,489.77,11503.3,920.27,50878.3,0.3604,0.8706,0.9386,1.0,2555.23,20.1793,1000000
Tulsa,2023-07-23,122226.9,2200.08,28956.4,984.52,155762.1,1869.15,47500.0,522.5,90267.8,812.41,68464.3,479.25,11092.4,887.4,57317.0,0.3855,0.9037,0.9887,0.0,2188.84,21.2563,1000000
Tulsa,2023-07-30,131215.2,2361.87,26844.5,912.71,160602.6,1927.23,37634.1,413.98,92441.4,831.97,69917.4,489.42,12011.0,960.88,59056.6,0.4267,0.859,0.9844,0.0,2210.48,21.1635,1000000
Tulsa,2023-08-06,110266.2,1984.79,26270.7,893.2,198914.3,2386.97,48100.4,529.1,84317.5,758.86,56305.5,394.14,11850.2,948.01,72852.4,0.4833,1.0501,0.9614,1.0,2899.04,20.6711,1000000
Tulsa,2023-08-13,116886.8,2103.96,33375.5,1134.77,194316.6,2331.8,46021.0,506.23,94471.9,850.25,56986.6,398.91,11468.5,917.48,71106.9,0.5524,1.15,0.9995,0.0,2610.31,21.4892,1000000
Tulsa,2023-08-20,138881.8,2499.87,28899.4,982.58,172137.4,2065.65,54935.5,604.29,105556.7,950.01,66724.2,467.07,16152.3,1292.18,72139.1,0.6278,1.1952,1.0127,0.0,2874.16,21.7739,1000000
Tulsa,2023-08-27,122230.7,2200.15,31107.9,1057.67,191645.3,2299.74,54683.4,601.52,117299.4,1055.69,73859.3,517.01,16032.0,1282.56,78781.1,0.7005,1.2058,0.9871,0.0,2797.32,21.2224,1000000
Tulsa,2023-09-03,132020.8,2376.37,32340.9,1099.59,173945.2,2087.34,47037.2,517.41,117242.7,1055.18,77222.1,540.55,14743.5,1179.48,72696.9,0.7598,1.1052,1.0043,0.0,2906.25,21.5915,1000000
Tulsa,2023-09-10,135623.9,2441.23,36477.4,1240.23,206862.7,2482.35,47440.9,521.85,128754.9,1158.79,76689.5,536.83,17339.7,1387.18,84198.3,0.796,1.4639,0.9826,0.0,2841.69,21.1264,1000000
Tulsa,2023-09-17,156426.3,2815.67,41936.5,1425.84,202271.6,2427.26,51222.1,563.44,106812.4,961.31,74071.5,518.5,16079.7,1286.37,81397.5,0.8027,1.249,1.0176,0.0,2825.45,21.8785,1000000
Tulsa,2023-09-24,179725.6,3235.06,40849.6,1388.89,195401.8,2344.82,62323.6,685.56,118584.4,1067.26,63270.8,442.9,17079.5,1366.36,89226.1,0.7786,1.416,1.0089,0.0,2967.02,21.6923,1000000
Tulsa,2023-10-01,128826.4,2318.87,29575.7,1005.57,230856.1,2770.27,51719.3,568.91,101461.3,913.15,77895.4,545.27,14656.4,1172.51,75738.0,0.7281,1.2127,0.9612,1.0,3207.12,20.6664,1000000
Tulsa,2023-10-08,155798.0,2804.36,32559.6,1107.03,222576.5,2670.92,46383.4,510.22,121332.6,1091.99,73966.1,517.76,12350.0,988.0,83183.4,0.6597,1.2114,1.0161,0.0,2888.01,21.8452,1000000
Tulsa,2023-10-15,128759.8,2317.68,31075.5,1056.57,169285.8,2031.43,44020.1,484.22,94397.9,849.58,71123.3,497.86,11811.1,944.88,63790.2,0.5839,1.0488,0.9973,0.0,2406.82,21.441,1000000
Tulsa,2023-10-22,118466.0,2132.39,35775.6,1216.37,156737.4,1880.85,47099.5,518.09,85154.6,766.39,77141.6,539.99,10847.2,867.77,61909.1,0.5105,1.0851,1.0019,0.0,2505.94,21.5409,1000000
Tulsa,2023-10-29,133422.7,2401.61,30041.4,1021.41,178855.5,2146.27,52277.1,575.05,106556.0,959.0,73878.7,517.15,11635.9,930.87,54872.8,0.4466,0.9759,1.0168,0.0,2418.71,21.862,1000000
Tulsa,2023-11-05,109840.1,1977.12,26714.6,908.3,175559.9,2106.72,49632.2,545.95,88752.1,798.77,57868.2,405.08,10413.3,833.06,59863.7,0.3959,0.8771,0.9944,0.0,2188.34,21.3792,1000000
Tulsa,2023-11-12,98929.2,1780.72,32099.0,1091.37,186738.2,2240.86,46941.4,516.36,85238.5,767.15,53897.0,377.28,12248.5,979.88,58669.4,0.359,0.9515,1.0034,0.0,2133.37,21.5732,1000000
Tulsa,2023-11-19,108143.8,1946.59,28828.9,980.18,158434.4,1901.21,35795.0,393.75,103392.2,930.53,59510.8,416.58,12644.2,1011.53,59017.1,0.3341,0.9054,1.0139,0.0,2092.03,21.7992,1000000
Tulsa,2023-11-26,136075.0,2449.35,23130.2,786.43,149703.1,1796.44,37526.8,412.79,81214.3,730.93,53598.5,375.19,11837.0,946.96,60477.2,0.3185,0.7705,1.0111,0.0,2137.28,21.738,1000000
Tulsa,2023-12-03,121329.1,2183.92,25219.0,857.44,167644.3,2011.73,36557.3,402.13,75516.5,679.65,54347.0,380.43,11313.2,905.06,48477.3,0.3094,0.8201,0.9875,0.0,2234.17,21.2308,1000000
Tulsa,2023-12-10,132750.1,2389.5,30091.4,1023.11,181194.0,2174.33,37992.7,417.92,89220.6,802.99,58377.9,408.65,11526.7,922.14,51613.8,0.3045,0.7399,1.0153,0.0,2068.59,21.8293,1000000
Tulsa,2023-12-17,119051.1,2142.92,28260.3,960.85,134312.1,1611.74,44060.6,484.67,74283.3,668.55,58333.8,408.34,11657.5,932.6,52652.0,0.302,0.8622,1.0019,0.0,1933.28,21.5407,1000000
Tulsa,2023-12-24,111686.1,2010.35,26467.5,899.89,163918.6,1967.02,45745.0,503.2,93177.5,838.6,71508.0,500.56,9299.3,743.95,59869.6,0.3009,0.9096,0.9954,0.0,2153.92,21.4015,1000000
Tulsa,2023-12-31,108686.3,1956.35,25460.0,865.64,148910.7,1786.93,41371.0,455.08,98580.6,887.23,73921.4,517.45,13030.6,1042.45,50146.4,0.3003,0.6824,0.9892,0.0,1996.52,21.2669,1000000
Tulsa,2024-01-07,110783.9,1994.11,29126.6,990.3,129486.1,1553.83,44701.5,491.72,92847.6,835.63,67283.8,470.99,11554.3,924.34,53895.2,0.3077,0.8663,0.9904,0.0,1850.1,21.2945,1000000
Tulsa,2024-01-14,103483.5,1862.7,29164.5,991.59,181730.3,2180.76,46912.5,516.04,94858.2,853.72,58107.3,406.75,10819.0,865.52,54204.5,0.3147,0.8753,1.0096,0.0,2143.74,21.7069,1000000
Tulsa,2024-01-21,100257.7,1804.64,27323.1,928.98,187067.9,2244.81,47745.0,525.19,75406.8,678.66,67492.0,472.44,9981.4,798.51,60510.9,0.3268,0.7795,0.9939,0.0,2145.88,21.3696,1000000
Tulsa,2024-01-28,122687.4,2208.37,26886.2,914.13,183923.0,2207.08,49043.8,539.48,101783.5,916.05,59133.7,413.94,12824.7,1025.98,55288.7,0.3465,0.9051,0.9991,0.0,2394.06,21.4817,1000000
Tulsa,2024-02-04,113655.9,2045.81,24442.8,831.06,143111.1,1717.33,36368.6,400.05,105625.4,950.63,76121.5,532.85,11617.2,929.37,56683.3,0.3768,0.9998,1.0195,0.0,2247.57,21.9201,1000000
Tulsa,2024-02-11,111403.4,2005.26,31121.7,1058.14,173186.5,2078.24,44172.9,485.9,104726.5,942.54,73857.6,517.0,13345.7,1067.66,60838.5,0.421,0.9172,1.0042,0.0,2326.86,21.591,1000000
Tulsa,2024-02-18,109550.4,1971.91,25675.9,872.98,171338.1,2056.06,48060.8,528.67,101767.1,915.9,71724.9,502.07,15039.9,1203.19,64143.9,0.4817,0.9165,0.9906,0.0,2318.1,21.2982,1000000
Tulsa,2024-02-25,127533.5,2295.6,26666.4,906.66,208146.2,2497.75,44346.6,487.81,89400.0,804.6,65152.9,456.07,11775.9,942.07,71666.6,0.5601,0.993,0.9907,0.0,2616.49,21.3003,1000000
Tulsa,2024-03-03,122028.6,2196.52,30931.3,1051.66,213053.8,2556.65,60521.8,665.74,111129.4,1000.16,64839.2,453.87,14345.5,1147.64,75782.5,0.655,1.0257,1.003,0.0,2800.41,21.565,1000000
Tulsa,2024-03-10,176700.6,3180.61,41768.0,1420.11,241564.2,2898.77,59670.8,656.38,97295.6,875.66,66939.7,468.58,14596.5,1167.72,81851.0,0.7619,1.3853,0.9854,0.0,3219.7,21.1856,1000000
Tulsa,2024-03-17,165155.2,2972.79,40393.8,1373.39,234758.5,2817.1,61429.2,675.72,112600.5,1013.4,66666.9,466.67,17186.9,1374.95,83162.6,0.8728,1.2609,0.9509,1.0,3528.44,20.4446,1000000
Tulsa,2024-03-24,142608.0,2566.94,40418.7,1374.24,256298.0,3075.58,58904.5,647.95,138955.5,1250.6,73359.0,513.51,16207.8,1296.62,110287.3,0.9773,1.3038,1.0193,0.0,3474.8,21.9147,1000000
Tulsa,2024-03-31,203063.2,3655.14,48039.2,1633.33,255020.8,3060.25,59641.5,656.06,152886.0,1375.97,82127.3,574.89,18777.6,1502.21,120578.1,1.0633,1.7098,0.9901,0.0,3898.54,21.2882,1000000
Tulsa,2024-04-07,167441.2,3013.94,44779.5,1522.5,281538.5,3378.46,67257.9,739.84,143108.1,1287.97,71723.6,502.07,16852.4,1348.2,106972.9,1.1201,1.619,0.9913,0.0,3792.4,21.3139,1000000
Tulsa,2024-04-14,158029.6,2844.53,49576.6,1685.6,256798.7,3081.58,73179.1,804.97,126655.3,1139.9,84015.5,588.11,18849.9,1507.99,99789.9,1.14,1.8145,0.9917,0.0,3723.03,21.3214,1000000
Tulsa,2024-04-21,194517.3,3501.31,42612.5,1448.83,208658.2,2503.9,74137.7,815.51,154232.4,1388.09,70473.2,493.31,18196.9,1455.76,104891.2,1.1201,1.4185,1.0057,0.0,3798.4,21.6233,1000000
Tulsa,2024-04-28,159005.1,2862.09,47864.9,1627.41,203314.7,2439.78,74621.9,820.84,136408.3,1227.67,68948.5,482.64,18180.6,1454.45,105409.8,1.0633,1.6367,1.0181,0.0,3698.21,21.889,1000000
Tulsa,2024-05-05,169587.5,3052.57,34893.3,1186.37,202673.7,2432.08,52445.0,576.9,132405.1,1191.65,78370.1,548.59,17498.5,1399.88,104320.2,0.9773,1.6375,0.993,0.0,3488.26,21.3486,1000000
Tulsa,2024-05-12,143401.6,2581.23,33398.9,1135.56,231282.6,2775.39,55338.5,608.72,109681.4,987.13,62236.3,435.65,13998.0,1119.84,83405.0,0.8729,1.4834,0.9921,0.0,3175.51,21.3302,1000000
Tulsa,2024-05-19,147999.1,2663.98,35638.1,1211.69,186302.4,2235.63,52133.5,573.47,117841.1,1060.57,73006.4,511.05,14100.6,1128.05,85996.5,0.7619,1.2334,1.0089,0.0,3167.46,21.691,1000000
Tulsa,2024-05-26,162940.5,2932.93,35712.1,1214.21,198800.6,2385.61,47632.3,523.96,116326.7,1046.94,59908.5,419.36,11782.3,942.59,76627.7,0.6552,1.2452,1.014,0.0,2914.27,21.8001,1000000
Tulsa,2024-06-02,157653.3,2837.76,34647.6,1178.02,168592.5,2023.11,40583.5,446.42,91240.3,821.16,65151.3,456.06,12124.8,969.98,76237.3,0.5606,1.0918,1.0177,0.0,2698.98,21.88,1000000
Tulsa,2024-06-09,124068.2,2233.23,27687.2,941.36,146307.9,1755.7,40619.5,446.81,108158.6,973.43,66539.3,465.77,11191.3,895.3,62874.0,0.4829,0.9167,0.981,0.0,2715.28,21.0913,1000000
Tulsa,2024-06-16,121120.6,2180.17,26150.1,889.1,160716.5,1928.6,40463.4,445.1,88884.3,799.96,62906.6,440.35,13926.1,1114.08,59415.1,0.4238,1.0565,0.9886,0.0,2454.4,21.2545,1000000
Tulsa,2024-06-23,128179.8,2307.24,32771.1,1114.22,138640.0,1663.68,45159.1,496.75,75906.8,683.16,55902.2,391.32,13744.4,1099.55,58264.3,0.383,0.9747,1.0084,0.0,2334.52,21.6817,1000000
Tulsa,2024-06-30,125782.1,2264.08,31529.8,1072.01,145806.3,1749.68,41436.1,455.8,91922.0,827.3,74391.2,520.74,11921.9,953.75,63251.3,0.3591,0.912,1.0135,0.0,2234.71,21.7897,1000000
Tulsa,2024-07-07,101808.7,1832.56,30601.7,1040.46,180726.7,2168.72,36170.5,397.87,76823.6,691.41,64512.5,451.59,11177.2,894.17,54885.4,0.351,0.7425,1.016,0.0,2135.2,21.8433,1000000
Tulsa,2024-07-14,98687.4,1776.37,30434.1,1034.76,190612.5,2287.35,39776.1,437.54,95808.0,862.27,65537.9,458.77,10569.7,845.58,61905.8,0.3582,0.8323,1.0166,0.0,2317.08,21.8564,1000000
Tulsa,2024-07-21,133913.4,2410.44,27587.3,937.97,172538.0,2070.46,51045.1,561.5,101195.0,910.75,55013.4,385.09,13779.9,1102.4,55866.7,0.3809,0.8973,1.0138,0.0,2290.45,21.7963,1000000
Tulsa,2024-07-28,126704.1,2280.67,30306.0,1030.41,157358.6,1888.3,49902.5,548.93,96640.3,869.76,60757.3,425.3,13983.6,1118.69,55244.9,0.4198,0.8342,0.9884,0.0,2334.88,21.2499,1000000
Tulsa,2024-08-04,135147.4,2432.65,28000.4,952.01,208258.4,2499.1,45202.9,497.23,108862.9,979.77,62062.7,434.44,11671.9,933.75,61264.2,0.4744,0.9101,0.981,0.0,2249.6,21.092,1000000
Tulsa,2024-08-11,158592.5,2854.67,26556.5,902.92,169342.9,2032.11,56515.4,621.67,88141.4,793.27,59334.7,415.34,12570.2,1005.61,66906.7,0.542,1.0679,1.0184,0.0,2629.74,21.8956,1000000
Tulsa,2024-08-18,151520.5,2727.37,27489.8,934.65,190244.9,2282.94,46330.5,509.64,108019.6,972.18,75979.8,531.86,14469.8,1157.58,76846.9,0.617,1.0112,0.9533,1.0,3278.86,20.4964,1000000
Tulsa,2024-08-25,143978.2,2591.61,30652.9,1042.2,220170.0,2642.04,47287.8,520.17,124865.0,1123.79,63756.7,446.3,14080.0,1126.4,68536.4,0.6907,1.2001,0.9382,1.0,3049.78,20.1719,1000000
Tulsa,2024-09-01,127271.4,2290.88,29061.1,988.08,195734.6,2348.81,46931.4,516.25,121072.1,1089.65,60954.5,426.68,17548.9,1403.91,82901.5,0.7526,1.3397,1.0155,0.0,3130.11,21.8327,1000000
Tulsa,2024-09-08,178402.7,3211.25,34324.7,1167.04,228014.7,2736.18,49556.8,545.12,127440.8,1146.97,77011.8,539.08,15538.6,1243.09,82347.3,0.7926,1.1861,0.933,1.0,3710.48,20.0586,1000000
Tulsa,2024-09-15,183659.7,3305.87,41370.8,1406.61,188643.5,2263.72,52987.6,582.86,138807.5,1249.27,63839.8,446.88,17003.7,1360.3,78256.6,0.8037,1.4171,0.9882,0.0,2807.58,21.2469,1000000
Tulsa,2024-09-22,138144.7,2486.6,33455.9,1137.5,197246.1,2366.95,58341.0,641.75,128355.3,1155.2,68539.3,479.77,16064.2,1285.14,77474.9,0.7838,1.4444,0.9811,0.0,3052.81,21.0944,1000000
Tulsa,2024-09-29,155197.8,2793.56,36897.7,1254.52,176208.3,2114.5,49502.3,544.53,108233.7,974.1,74080.4,518.56,12694.4,1015.55,78648.4,0.7366,1.0896,0.9937,0.0,2911.76,21.3651,1000000
Tulsa,2024-10-06,132168.4,2379.03,35531.9,1208.08,211088.1,2533.06,60889.6,669.79,128371.6,1155.34,61554.5,430.88,11816.0,945.28,76542.1,0.6701,1.0919,0.9957,0.0,2974.1,21.4077,1000000
Tulsa,2024-10-13,138611.5,2495.01,37673.7,1280.91,173110.7,2077.33,50163.8,551.8,90811.0,817.3,64082.4,448.58,13535.1,1082.81,64998.5,0.5948,0.9772,1.0189,0.0,2538.93,21.9054,1000000
Tulsa,2024-10-20,125280.9,2255.06,35131.9,1194.48,199086.5,2389.04,56026.2,616.29,114734.7,1032.61,70661.4,494.63,13016.8,1041.34,63387.7,0.5205,0.9117,0.9967,0.0,2580.08,21.4298,1000000
Tulsa,2024-10-27,135534.6,2439.62,34785.7,1182.71,156548.8,1878.59,47913.6,527.05,81745.7,735.71,59577.5,417.04,13119.0,1049.52,67366.6,0.455,0.9889,1.0061,0.0,2444.36,21.6302,1000000
Tulsa,2024-11-03,134928.0,2428.7,31471.0,1070.01,153216.4,1838.6,40567.9,446.25,77351.3,696.16,54955.1,384.69,10000.7,800.06,59181.4,0.4023,0.9269,0.9957,0.0,2219.13,21.4081,1000000
Tulsa,2024-11-10,115700.4,2082.61,24500.7,833.03,193190.5,2318.29,45046.4,495.51,78913.8,710.22,64996.8,454.98,13671.4,1093.71,61694.0,0.3635,0.8959,0.9842,0.0,2324.05,21.1595,1000000
Tulsa,2024-11-17,132553.3,2385.96,23358.6,794.19,186274.5,2235.29,45435.3,499.79,83700.7,753.31,53433.0,374.03,11826.5,946.12,55048.5,0.337,0.7586,0.9805,0.0,2259.4,21.0814,1000000
Tulsa,2024-11-24,126405.3,2275.29,31035.2,1055.2,159752.0,1917.02,44970.6,494.68,74761.3,672.85,58372.4,408.61,12961.0,1036.88,49961.5,0.3202,0.8961,0.9947,0.0,2074.82,21.3862,1000000
Tulsa,2024-12-01,134038.5,2412.69,27668.0,940.71,131219.5,1574.63,43119.7,474.32,75603.4,680.43,53170.0,372.19,11750.1,940.01,55286.0,0.3104,0.7992,1.017,0.0,2098.82,21.8653,1000000
Tulsa,2024-12-08,99900.0,1798.2,29263.1,994.95,132461.5,1589.54,47747.6,525.22,79397.7,714.58,72228.0,505.6,9456.7,756.54,50761.7,0.305,0.8063,1.0165,0.0,2103.46,21.8558,1000000
Tulsa,2024-12-15,111003.0,1998.05,22023.8,748.81,147787.2,1773.45,37798.5,415.78,91058.9,819.53,60974.1,426.82,13187.6,1055.01,48016.5,0.3023,0.8803,1.0136,0.0,2005.61,21.793,1000000
Tulsa,2024-12-22,105187.6,1893.38,29392.3,999.34,147767.0,1773.2,34054.7,374.6,100833.9,907.5,61466.2,430.26,9436.2,754.89,54395.9,0.301,0.8779,0.9657,1.0,2151.16,20.763,1000000
Tulsa,2024-12-29,133680.6,2406.25,23826.4,810.1,151492.9,1817.92,40019.8,440.22,70493.2,634.44,60928.9,426.5,10165.6,813.25,52611.8,0.3004,0.8161,0.9886,0.0,1966.37,21.2552,1000000
Tulsa,2025-01-05,111924.2,2014.64,30816.4,1047.76,153152.4,1837.83,47208.9,519.3,98870.0,889.83,75260.6,526.82,9325.1,746.01,48009.3,0.3064,0.8106,1.0128,0.0,2028.45,21.7746,1000000
Tulsa,2025-01-12,96077.4,1729.39,28201.2,958.84,184808.0,2217.7,39241.0,431.65,101298.4,911.69,65594.5,459.16,11429.4,914.35,54401.7,0.3123,0.7477,1.0187,0.0,2196.1,21.902,1000000
Tulsa,2025-01-19,98545.3,1773.82,24873.3,845.69,131256.5,1575.08,35507.2,390.58,75861.2,682.75,67808.3,474.66,12193.8,975.5,49674.7,0.3227,0.9401,0.9812,0.0,2198.64,21.0962,1000000
Tulsa,2025-01-26,100696.1,1812.53,29893.7,1016.38,152194.7,1826.34,42840.4,471.24,76629.8,689.67,62456.3,437.19,11771.1,941.69,55748.8,0.3399,0.9359,0.9409,1.0,2479.0,20.2283,1000000
Tulsa,2025-02-02,112160.0,2018.88,26517.4,901.59,180087.0,2161.04,41399.9,455.4,103797.0,934.17,66155.1,463.09,9998.7,799.89,54841.2,0.3668,0.9019,1.0188,0.0,2297.7,21.904,1000000
Tulsa,2025-02-09,123062.0,2215.12,29785.0,1012.69,174518.6,2094.22,36819.0,405.01,95691.6,861.22,64278.2,449.95,10015.6,801.25,57029.4,0.4067,0.8778,0.9853,0.0,2087.08,21.1833,1000000
Tulsa,2025-02-16,114301.9,2057.43,34089.1,1159.03,169573.3,2034.88,51547.4,567.02,97392.8,876.54,64147.5,449.03,10429.6,834.36,60167.1,0.4625,1.0139,0.9872,0.0,2383.0,21.2241,1000000
Tulsa,2025-02-23,132675.3,2388.16,34231.7,1163.88,173913.5,2086.96,46825.1,515.08,99300.3,893.7,55234.5,386.64,13718.9,1097.51,65056.4,0.5359,0.9474,1.0013,0.0,2569.99,21.5278,1000000
Tulsa,2025-03-02,142882.5,2571.88,38508.2,1309.28,228363.6,2740.36,43720.4,480.92,115621.7,1040.6,55343.7,387.41,13703.5,1096.28,69901.4,0.6264,1.004,1.0174,0.0,2797.64,21.8741,1000000
Tulsa,2025-03-09,168102.4,3025.84,38225.1,1299.65,178685.4,2144.23,48954.1,538.49,132009.5,1188.09,67313.3,471.19,16477.9,1318.24,88127.3,0.7305,1.3185,1.0166,0.0,2873.19,21.8559,1000000
